Source File,Order ID,Ship Name,Ship Address,Ship City,Ship Region,Ship Postal Code,Ship Country,Customer ID,Customer Name,Employee Name,Shipper ID,Shipper Name,Order Date,Shipped Date,Product Name,Quantity,Unit Price,Product Total,Total Price
order_10255.pdf,10255,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland,RICSU,Richter Supermarkt,Anne Dodsworth,3,Federal Shipping,2016-07-12,2016-07-15,Inlagd Sill,25,15.2,380.0,2490.5
order_10255.pdf,10255,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland,RICSU,Richter Supermarkt,Anne Dodsworth,3,Federal Shipping,2016-07-12,2016-07-15,Raclette Courdavault,30,44.0,1320.0,2490.5
order_10256.pdf,10256,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil,WELLI,Wellington Importadora,Janet Leverling,2,United Package,2016-07-15,2016-07-17,Perth Pasties,15,26.2,393.0,517.8
order_10256.pdf,10256,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil,WELLI,Wellington Importadora,Janet Leverling,2,United Package,2016-07-15,2016-07-17,Original Frankfurter grüne Soße,12,10.4,124.80000000000001,517.8
order_10257.pdf,10257,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,HILAA,HILARION-Abastos,Margaret Peacock,3,Federal Shipping,2016-07-16,2016-07-22,Schoggi Schokolade,25,35.1,877.5,1119.9
order_10257.pdf,10257,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,HILAA,HILARION-Abastos,Margaret Peacock,3,Federal Shipping,2016-07-16,2016-07-22,Chartreuse verte,6,14.4,86.4,1119.9
order_10257.pdf,10257,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,HILAA,HILARION-Abastos,Margaret Peacock,3,Federal Shipping,2016-07-16,2016-07-22,Original Frankfurter grüne Soße,15,10.4,156.0,1119.9
order_10258.pdf,10258,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,ERNSH,Ernst Handel,Nancy Davolio,1,Speedy Express,2016-07-17,2016-07-23,Chang,50,15.2,760.0,2018.6
order_10258.pdf,10258,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,ERNSH,Ernst Handel,Nancy Davolio,1,Speedy Express,2016-07-17,2016-07-23,Chef Anton's Gumbo Mix,65,17.0,1105.0,2018.6
order_10258.pdf,10258,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,ERNSH,Ernst Handel,Nancy Davolio,1,Speedy Express,2016-07-17,2016-07-23,Mascarpone Fabioli,6,25.6,153.60000000000002,2018.6
order_10259.pdf,10259,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,Central America,5022,Mexico,CENTC,Centro comercial Moctezuma,Margaret Peacock,3,Federal Shipping,2016-07-18,2016-07-25,Sir Rodney's Scones,10,8.0,80.0,100.8
order_10259.pdf,10259,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,Central America,5022,Mexico,CENTC,Centro comercial Moctezuma,Margaret Peacock,3,Federal Shipping,2016-07-18,2016-07-25,Gravad lax,1,20.8,20.8,100.8
order_10260.pdf,10260,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany,OTTIK,Ottilies Käseladen,Margaret Peacock,1,Speedy Express,2016-07-19,2016-07-29,Jack's New England Clam Chowder,16,7.7,123.2,1746.2
order_10260.pdf,10260,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany,OTTIK,Ottilies Käseladen,Margaret Peacock,1,Speedy Express,2016-07-19,2016-07-29,Ravioli Angelo,50,15.6,780.0,1746.2
order_10260.pdf,10260,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany,OTTIK,Ottilies Käseladen,Margaret Peacock,1,Speedy Express,2016-07-19,2016-07-29,Tarte au sucre,15,39.4,591.0,1746.2
order_10260.pdf,10260,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany,OTTIK,Ottilies Käseladen,Margaret Peacock,1,Speedy Express,2016-07-19,2016-07-29,Outback Lager,21,12.0,252.0,1746.2
order_10261.pdf,10261,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil,QUEDE,Que Delícia,Margaret Peacock,2,United Package,2016-07-19,2016-07-30,Sir Rodney's Scones,20,8.0,160.0,448.0
order_10261.pdf,10261,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil,QUEDE,Que Delícia,Margaret Peacock,2,United Package,2016-07-19,2016-07-30,Steeleye Stout,20,14.4,288.0,448.0
order_10262.pdf,10262,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,RATTC,Rattlesnake Canyon Grocery,Laura Callahan,3,Federal Shipping,2016-07-22,2016-07-25,Chef Anton's Gumbo Mix,12,17.0,204.0,624.8
order_10262.pdf,10262,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,RATTC,Rattlesnake Canyon Grocery,Laura Callahan,3,Federal Shipping,2016-07-22,2016-07-25,Uncle Bob's Organic Dried Pears,15,24.0,360.0,624.8
order_10262.pdf,10262,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,RATTC,Rattlesnake Canyon Grocery,Laura Callahan,3,Federal Shipping,2016-07-22,2016-07-25,Gnocchi di nonna Alice,2,30.4,60.8,624.8
order_10263.pdf,10263,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,ERNSH,Ernst Handel,Anne Dodsworth,3,Federal Shipping,2016-07-23,2016-07-31,Pavlova,60,13.9,834.0,2464.8
order_10263.pdf,10263,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,ERNSH,Ernst Handel,Anne Dodsworth,3,Federal Shipping,2016-07-23,2016-07-31,Guaraná Fantástica,28,3.6,100.8,2464.8
order_10263.pdf,10263,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,ERNSH,Ernst Handel,Anne Dodsworth,3,Federal Shipping,2016-07-23,2016-07-31,Nord-Ost Matjeshering,60,20.7,1242.0,2464.8
order_10263.pdf,10263,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,ERNSH,Ernst Handel,Anne Dodsworth,3,Federal Shipping,2016-07-23,2016-07-31,Longlife Tofu,36,8.0,288.0,2464.8
order_10264.pdf,10264,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden,FOLKO,Folk och fä HB,Michael Suyama,3,Federal Shipping,2016-07-24,2016-08-23,Chang,35,15.2,532.0,724.5
order_10264.pdf,10264,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden,FOLKO,Folk och fä HB,Michael Suyama,3,Federal Shipping,2016-07-24,2016-08-23,Jack's New England Clam Chowder,25,7.7,192.5,724.5
order_10265.pdf,10265,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France,BLONP,Blondesddsl père et fils,Andrew Fuller,1,Speedy Express,2016-07-25,2016-08-12,Alice Mutton,30,31.2,936.0,1176.0
order_10265.pdf,10265,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France,BLONP,Blondesddsl père et fils,Andrew Fuller,1,Speedy Express,2016-07-25,2016-08-12,Outback Lager,20,12.0,240.0,1176.0
order_10266.pdf,10266,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,WARTH,Wartian Herkku,Janet Leverling,3,Federal Shipping,2016-07-26,2016-07-31,Queso Manchego La Pastora,12,30.4,364.79999999999995,364.79999999999995
order_10267.pdf,10267,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany,FRANK,Frankenversand,Margaret Peacock,1,Speedy Express,2016-07-29,2016-08-06,Boston Crab Meat,50,14.7,735.0,4031.0
order_10267.pdf,10267,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany,FRANK,Frankenversand,Margaret Peacock,1,Speedy Express,2016-07-29,2016-08-06,Raclette Courdavault,70,44.0,3080.0,4031.0
order_10267.pdf,10267,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany,FRANK,Frankenversand,Margaret Peacock,1,Speedy Express,2016-07-29,2016-08-06,Lakkalikööri,15,14.4,216.0,4031.0
order_10268.pdf,10268,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,South America,1081,Venezuela,GROSR,GROSELLA-Restaurante,Laura Callahan,3,Federal Shipping,2016-07-30,2016-08-02,Thüringer Rostbratwurst,10,99.0,990.0,1101.2
order_10268.pdf,10268,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,South America,1081,Venezuela,GROSR,GROSELLA-Restaurante,Laura Callahan,3,Federal Shipping,2016-07-30,2016-08-02,Mozzarella di Giovanni,4,27.8,111.2,1101.2
order_10269.pdf,10269,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA,WHITC,White Clover Markets,Steven Buchanan,1,Speedy Express,2016-07-31,2016-08-09,Geitost,60,2.0,120.0,676.0
order_10269.pdf,10269,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA,WHITC,White Clover Markets,Steven Buchanan,1,Speedy Express,2016-07-31,2016-08-09,Mozzarella di Giovanni,20,27.8,556.0,676.0
order_10270.pdf,10270,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,WARTH,Wartian Herkku,Nancy Davolio,1,Speedy Express,2016-08-01,2016-08-02,Inlagd Sill,30,15.2,456.0,1376.0
order_10270.pdf,10270,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,WARTH,Wartian Herkku,Nancy Davolio,1,Speedy Express,2016-08-01,2016-08-02,Ipoh Coffee,25,36.8,919.9999999999999,1376.0
order_10271.pdf,10271,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA,SPLIR,Split Rail Beer & Ale,Michael Suyama,2,United Package,2016-08-01,2016-08-30,Geitost,24,2.0,48.0,48.0
order_10272.pdf,10272,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,RATTC,Rattlesnake Canyon Grocery,Michael Suyama,2,United Package,2016-08-02,2016-08-06,Sir Rodney's Marmalade,6,64.8,388.79999999999995,1456.0
order_10272.pdf,10272,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,RATTC,Rattlesnake Canyon Grocery,Michael Suyama,2,United Package,2016-08-02,2016-08-06,Gorgonzola Telino,40,10.0,400.0,1456.0
order_10272.pdf,10272,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,RATTC,Rattlesnake Canyon Grocery,Michael Suyama,2,United Package,2016-08-02,2016-08-06,Mozzarella di Giovanni,24,27.8,667.2,1456.0
order_10273.pdf,10273,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,1307,Germany,QUICK,QUICK-Stop,Janet Leverling,3,Federal Shipping,2016-08-05,2016-08-12,Ikura,24,24.8,595.2,2142.4
order_10273.pdf,10273,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,1307,Germany,QUICK,QUICK-Stop,Janet Leverling,3,Federal Shipping,2016-08-05,2016-08-12,Gorgonzola Telino,15,10.0,150.0,2142.4
order_10273.pdf,10273,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,1307,Germany,QUICK,QUICK-Stop,Janet Leverling,3,Federal Shipping,2016-08-05,2016-08-12,Geitost,20,2.0,40.0,2142.4
order_10273.pdf,10273,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,1307,Germany,QUICK,QUICK-Stop,Janet Leverling,3,Federal Shipping,2016-08-05,2016-08-12,Boston Crab Meat,60,14.7,882.0,2142.4
order_10273.pdf,10273,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,1307,Germany,QUICK,QUICK-Stop,Janet Leverling,3,Federal Shipping,2016-08-05,2016-08-12,Lakkalikööri,33,14.4,475.2,2142.4
order_10274.pdf,10274,Vins et alcools Chevalier,59 rue de l-Abbaye,Reims,Western Europe,51100,France,VINET,Vins et alcools Chevalier,Michael Suyama,1,Speedy Express,2016-08-06,2016-08-16,Flotemysost,20,17.2,344.0,538.6
order_10274.pdf,10274,Vins et alcools Chevalier,59 rue de l-Abbaye,Reims,Western Europe,51100,France,VINET,Vins et alcools Chevalier,Michael Suyama,1,Speedy Express,2016-08-06,2016-08-16,Mozzarella di Giovanni,7,27.8,194.6,538.6
order_10275.pdf,10275,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy,MAGAA,Magazzini Alimentari Riuniti,Nancy Davolio,1,Speedy Express,2016-08-07,2016-08-09,Guaraná Fantástica,12,3.6,43.2,307.2
order_10275.pdf,10275,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy,MAGAA,Magazzini Alimentari Riuniti,Nancy Davolio,1,Speedy Express,2016-08-07,2016-08-09,Raclette Courdavault,6,44.0,264.0,307.2
order_10276.pdf,10276,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,5033,Mexico,TORTU,Tortuga Restaurante,Laura Callahan,3,Federal Shipping,2016-08-08,2016-08-14,Ikura,15,24.8,372.0,420.0
order_10276.pdf,10276,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,5033,Mexico,TORTU,Tortuga Restaurante,Laura Callahan,3,Federal Shipping,2016-08-08,2016-08-14,Konbu,10,4.8,48.0,420.0
order_10277.pdf,10277,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,4179,Germany,MORGK,Morgenstern Gesundkost,Andrew Fuller,3,Federal Shipping,2016-08-09,2016-08-13,Rössle Sauerkraut,20,36.4,728.0,1200.8
order_10277.pdf,10277,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,4179,Germany,MORGK,Morgenstern Gesundkost,Andrew Fuller,3,Federal Shipping,2016-08-09,2016-08-13,Tarte au sucre,12,39.4,472.79999999999995,1200.8
order_10278.pdf,10278,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,BERGS,Berglunds snabbköp,Laura Callahan,2,United Package,2016-08-12,2016-08-16,Gula Malacca,16,15.5,248.0,1488.8
order_10278.pdf,10278,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,BERGS,Berglunds snabbköp,Laura Callahan,2,United Package,2016-08-12,2016-08-16,Raclette Courdavault,15,44.0,660.0,1488.8
order_10278.pdf,10278,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,BERGS,Berglunds snabbköp,Laura Callahan,2,United Package,2016-08-12,2016-08-16,Vegie-spread,8,35.1,280.8,1488.8
order_10278.pdf,10278,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,BERGS,Berglunds snabbköp,Laura Callahan,2,United Package,2016-08-12,2016-08-16,Röd Kaviar,25,12.0,300.0,1488.8
order_10279.pdf,10279,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,LEHMS,Lehmanns Marktstand,Laura Callahan,2,United Package,2016-08-13,2016-08-16,Alice Mutton,15,31.2,468.0,468.0
order_10280.pdf,10280,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,BERGS,Berglunds snabbköp,Andrew Fuller,1,Speedy Express,2016-08-14,2016-09-12,Guaraná Fantástica,12,3.6,43.2,613.2
order_10280.pdf,10280,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,BERGS,Berglunds snabbköp,Andrew Fuller,1,Speedy Express,2016-08-14,2016-09-12,Pâté chinois,20,19.2,384.0,613.2
order_10280.pdf,10280,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,BERGS,Berglunds snabbköp,Andrew Fuller,1,Speedy Express,2016-08-14,2016-09-12,Rhönbräu Klosterbier,30,6.2,186.0,613.2
order_10281.pdf,10281,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain,ROMEY,Romero y tomillo,Margaret Peacock,1,Speedy Express,2016-08-14,2016-08-21,Teatime Chocolate Biscuits,1,7.3,7.3,86.5
order_10281.pdf,10281,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain,ROMEY,Romero y tomillo,Margaret Peacock,1,Speedy Express,2016-08-14,2016-08-21,Guaraná Fantástica,6,3.6,21.6,86.5
order_10281.pdf,10281,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain,ROMEY,Romero y tomillo,Margaret Peacock,1,Speedy Express,2016-08-14,2016-08-21,Steeleye Stout,4,14.4,57.6,86.5
order_10282.pdf,10282,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain,ROMEY,Romero y tomillo,Margaret Peacock,1,Speedy Express,2016-08-15,2016-08-21,Nord-Ost Matjeshering,6,20.7,124.19999999999999,155.39999999999998
order_10282.pdf,10282,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain,ROMEY,Romero y tomillo,Margaret Peacock,1,Speedy Express,2016-08-15,2016-08-21,Ravioli Angelo,2,15.6,31.2,155.39999999999998
order_10283.pdf,10283,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela,LILAS,LILA-Supermercado,Janet Leverling,3,Federal Shipping,2016-08-16,2016-08-23,Genen Shouyu,20,12.4,248.0,1414.8
order_10283.pdf,10283,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela,LILAS,LILA-Supermercado,Janet Leverling,3,Federal Shipping,2016-08-16,2016-08-23,Teatime Chocolate Biscuits,18,7.3,131.4,1414.8
order_10283.pdf,10283,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela,LILAS,LILA-Supermercado,Janet Leverling,3,Federal Shipping,2016-08-16,2016-08-23,Camembert Pierrot,35,27.2,952.0,1414.8
order_10283.pdf,10283,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela,LILAS,LILA-Supermercado,Janet Leverling,3,Federal Shipping,2016-08-16,2016-08-23,Mozzarella di Giovanni,3,27.8,83.4,1414.8
order_10284.pdf,10284,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,LEHMS,Lehmanns Marktstand,Margaret Peacock,1,Speedy Express,2016-08-19,2016-08-27,Schoggi Schokolade,15,35.1,526.5,1452.0
order_10284.pdf,10284,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,LEHMS,Lehmanns Marktstand,Margaret Peacock,1,Speedy Express,2016-08-19,2016-08-27,Gula Malacca,21,15.5,325.5,1452.0
order_10284.pdf,10284,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,LEHMS,Lehmanns Marktstand,Margaret Peacock,1,Speedy Express,2016-08-19,2016-08-27,Camembert Pierrot,20,27.2,544.0,1452.0
order_10284.pdf,10284,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,LEHMS,Lehmanns Marktstand,Margaret Peacock,1,Speedy Express,2016-08-19,2016-08-27,Laughing Lumberjack Lager,5,11.2,56.0,1452.0
order_10285.pdf,10285,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,1307,Germany,QUICK,QUICK-Stop,Nancy Davolio,2,United Package,2016-08-20,2016-08-26,Chai,45,14.4,648.0,2179.2
order_10285.pdf,10285,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,1307,Germany,QUICK,QUICK-Stop,Nancy Davolio,2,United Package,2016-08-20,2016-08-26,Boston Crab Meat,40,14.7,588.0,2179.2
order_10285.pdf,10285,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,1307,Germany,QUICK,QUICK-Stop,Nancy Davolio,2,United Package,2016-08-20,2016-08-26,Perth Pasties,36,26.2,943.1999999999999,2179.2
order_10286.pdf,10286,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,1307,Germany,QUICK,QUICK-Stop,Laura Callahan,3,Federal Shipping,2016-08-21,2016-08-30,Steeleye Stout,100,14.4,1440.0,3016.0
order_10286.pdf,10286,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,1307,Germany,QUICK,QUICK-Stop,Laura Callahan,3,Federal Shipping,2016-08-21,2016-08-30,Tarte au sucre,40,39.4,1576.0,3016.0
order_10287.pdf,10287,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil,RICAR,Ricardo Adocicados,Laura Callahan,3,Federal Shipping,2016-08-22,2016-08-28,Pavlova,40,13.9,556.0,924.0
order_10287.pdf,10287,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil,RICAR,Ricardo Adocicados,Laura Callahan,3,Federal Shipping,2016-08-22,2016-08-28,Sasquatch Ale,20,11.2,224.0,924.0
order_10287.pdf,10287,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil,RICAR,Ricardo Adocicados,Laura Callahan,3,Federal Shipping,2016-08-22,2016-08-28,Spegesild,15,9.6,144.0,924.0
order_10288.pdf,10288,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy,REGGC,Reggiani Caseifici,Margaret Peacock,1,Speedy Express,2016-08-23,2016-09-03,Tourtière,10,5.9,59.0,89.0
